nfloor,prop,rot,area,wwr,epoch,wall,roof,floor,energy
2,1.631953,1.565749,190.193432,0.2,5,1,1,1,66.627987
2,1.157557,0.211049,145.371001,0.2,5,1,1,1,71.162998
2,1.412535,1.849721,154.943168,0.2,5,1,1,1,70.418886
2,1.424218,1.327102,136.85644,0.2,5,1,1,1,73.430243
2,1.325311,1.857449,190.396846,0.2,5,1,1,1,65.693129
2,1.283752,0.618875,124.188269,0.2,5,1,1,1,75.582779
2,1.405017,2.520926,190.937252,0.2,5,1,1,1,65.924629
2,1.178102,2.004349,204.642849,0.2,5,1,1,1,63.927921
2,1.349834,1.330369,136.029832,0.2,5,1,1,1,73.342529
2,1.640859,2.545554,224.070285,0.2,5,1,1,1,63.431922
2,1.88738,2.173406,185.182017,0.2,5,1,1,1,67.705557
2,2.112412,1.818202,154.718518,0.2,5,1,1,1,73.173399
7,1.203641,0.081884,185.823403,0.2,5,1,1,1,45.166773
5,1.257949,0.098026,151.664008,0.3,5,1,1,1,55.504031
7,1.038235,0.077578,371.981251,0.3,9,1,1,1,33.947183
3,1.294375,3.043566,150.206646,0.4,1,1,1,1,75.503127
7,1.114338,3.059709,194.784793,0.2,5,1,1,1,44.157086
6,1.071065,1.648375,224.780472,0.3,9,1,1,1,40.5141
7,1.118119,3.066217,197.630837,0.2,5,1,1,1,43.881521
6,1.504708,1.49084,260.408214,0.3,5,1,1,1,43.56193
7,1.188956,1.637444,216.456972,0.3,9,1,1,1,39.877387
7,1.175367,1.625201,168.214398,0.2,5,1,1,1,47.326976
8,1.054069,1.557567,327.61365,0.3,9,1,1,1,34.10885
6,1.138668,1.649982,163.784482,0.4,2,1,1,1,64.672204
7,1.109015,1.648947,203.721811,0.6,1,1,1,1,59.757294
8,1.132097,1.557553,198.56908,0.3,9,1,1,1,40.005498
6,1.006199,1.648962,196.163572,0.6,5,1,1,1,54.116704
6,1.350636,0.078183,193.184328,0.5,1,1,1,1,61.224387
2,1.074833,0.140394,105.786875,0.2,4,1,1,1,76.621024
2,1.9366,1.435546,196.903883,0.2,4,1,1,1,64.945152
3,1.375029,1.706046,127.926204,0.2,2,1,1,1,80.133042
3,1.178773,0.323575,309.581764,0.2,2,1,1,1,56.335198
3,1.30887,1.584462,309.579062,0.2,2,1,1,1,56.531961
2,1.199186,0.297387,725.279338,0.2,2,1,1,1,51.473998
2,1.073122,2.927544,44.418502,0.2,2,1,1,1,131.648129
3,1.358577,1.333097,60.312296,0.2,2,1,1,1,110.115436
3,1.12281,0.307542,63.039828,0.2,2,1,1,1,107.201514
4,1.32322,0.332871,96.934666,0.2,2,1,1,1,85.832991
2,1.3738,1.351794,193.985636,0.2,2,1,1,1,76.115941
3,1.598769,1.462669,101.295715,0.2,2,1,1,1,89.443691
3,1.581159,1.464043,100.652895,0.2,1,1,1,1,89.583422
5,1.1143,1.561309,262.478477,0.2,6,1,1,1,37.037095
5,1.064273,1.57382,282.835095,0.2,6,1,1,1,36.233189
5,3.444887,1.567513,239.642683,0.2,6,1,1,1,43.237965
5,3.290151,1.559971,252.659253,0.2,6,1,1,1,42.038506
5,1.059496,1.578128,280.966978,0.2,6,1,1,1,36.297219
7,1.420224,0.491946,234.661054,0.2,6,1,1,1,34.98355
8,1.445864,3.031209,243.756372,0.2,5,1,1,1,39.634558
8,1.397608,0.110383,229.933948,0.2,5,1,1,1,40.542555
5,2.202558,1.621105,758.387857,0.2,5,1,1,1,32.313939
10,1.295047,0.407647,239.667455,0.2,6,1,1,1,32.514424
5,1.1841,3.123718,452.654815,0.3,10,1,1,1,35.463318
5,1.402673,1.558762,260.243817,0.2,5,1,1,1,42.961297
10,1.004519,0.69923,391.526422,0.2,5,1,1,1,31.11409
5,1.449739,1.560037,253.867102,0.2,5,1,1,1,43.475065
5,1.12191,0.015766,428.727153,0.2,5,1,1,1,35.781774
5,1.440099,0.933124,257.930011,0.2,5,1,1,1,43.150404
6,2.26086,1.823067,648.189502,0.2,5,1,1,1,31.686605
5,1.443523,0.932984,256.339697,0.2,5,1,1,1,43.2607
5,1.130215,0.637903,418.996573,0.2,5,1,1,1,35.929625
6,1.203683,0.063065,251.829048,0.2,5,1,1,1,41.10829
6,1.58577,1.632824,226.757319,0.2,5,1,1,1,43.839043
6,1.20837,0.845746,249.818312,0.2,5,1,1,1,41.271692
5,1.270353,2.310761,241.74089,0.2,5,1,1,1,43.860768
5,1.526183,2.320744,225.913813,0.2,5,1,1,1,45.670324
10,1.393071,2.105545,521.379679,0.2,6,1,1,1,27.027207
6,1.519595,0.820848,224.561016,0.2,5,1,1,1,43.826211
5,1.551996,3.078527,231.904788,0.2,5,1,1,1,45.057142
2,2.635537,1.669915,184.156802,0.2,2,1,1,1,83.381268
3,1.560035,1.506114,180.122182,0.2,3,1,1,1,60.039561
2,1.770719,1.591111,123.603039,0.2,3,1,1,1,79.211363
8,1.560392,1.608415,269.01857,0.3,6,1,1,1,36.410652
7,1.597096,1.541797,271.647316,0.2,7,1,1,1,34.118568
9,1.654092,1.600426,284.450498,0.2,7,1,1,1,31.989503
8,1.525983,1.599424,261.791448,0.2,7,1,1,1,33.41687
8,1.582021,1.599841,273.165201,0.2,7,1,1,1,33.0336
8,1.496692,1.608198,255.545893,0.3,6,1,1,1,36.927084
7,1.570173,1.535428,259.043441,0.2,6,1,1,1,34.613498
8,1.549073,1.54149,262.139622,0.2,6,1,1,1,33.44221
8,1.599402,1.541187,274.748823,0.2,7,1,1,1,33.001269
5,1.145033,0.544662,444.764833,0.2,5,1,1,1,35.455739
4,1.74183,1.621628,127.199702,0.2,3,1,1,1,64.976621
7,1.54199,1.536301,259.744175,0.2,6,1,1,1,34.5335
3,1.943737,1.412905,99.754712,0.2,3,1,1,1,77.669414
5,1.003552,2.041819,178.723101,0.2,2,1,1,1,62.153828
6,1.032575,0.692845,173.954286,0.2,3,1,1,1,50.459293
5,1.128066,0.960806,186.787055,0.2,9,1,1,1,40.852506
10,1.41275,2.15029,250.019408,0.2,5,1,1,1,37.805727
3,1.424442,0.568596,69.18488,0.2,3,1,1,1,87.132802
4,1.405853,0.579967,68.961568,0.2,3,1,1,1,82.790171
4,1.452086,0.538437,69.515676,0.2,3,1,1,1,82.635635
3,1.195207,2.194566,86.742918,0.2,4,1,1,1,72.767141
7,1.745291,2.659556,263.953668,0.2,4,1,1,1,38.604475
3,1.028609,0.574858,97.321225,0.2,2,1,1,1,88.755059
4,1.384653,1.000695,142.507293,0.2,3,1,1,1,60.524037
5,1.078328,0.987453,165.588454,0.3,8,1,1,1,46.729119
5,1.188241,2.154059,182.510795,0.3,8,1,1,1,45.273092
7,1.261036,2.55828,335.621234,0.3,9,1,1,1,34.530638
7,1.271779,2.332636,177.354589,0.2,5,1,1,1,46.3605
5,1.213933,2.938726,115.345752,0.2,3,1,1,1,63.015454
5,1.868902,1.77998,68.489109,0.2,5,1,1,1,79.393072
8,1.777122,1.983597,300.036587,0.3,9,1,1,1,35.869547
3,1.558632,2.885007,90.606747,0.2,3,1,1,1,78.875449
4,1.569367,0.592429,55.824411,0.2,3,1,1,1,92.029928
3,1.420582,1.84946,157.316664,0.2,8,1,1,1,52.121741
4,1.34799,1.822305,208.705555,0.2,2,1,1,1,61.385555
5,1.213195,1.113142,205.902557,0.2,3,1,1,1,48.876123
5,1.127549,2.256956,196.936459,0.2,3,1,1,1,49.684393
4,1.419846,2.578164,69.552337,0.2,3,1,1,1,82.50624
3,1.574611,2.561039,106.520465,0.2,1,1,1,1,86.9782
5,1.803413,1.721026,86.574108,0.2,3,1,1,1,74.629734
3,1.012862,0.139426,109.127209,0.2,3,1,1,1,71.47395
4,1.019576,1.000934,159.376498,0.2,3,1,1,1,56.91864
3,1.245364,2.151774,125.446411,0.2,2,1,1,1,80.418216
6,1.559735,2.270844,227.035349,0.2,5,1,1,1,43.741987
8,2.936238,2.264828,657.490553,0.2,5,1,1,1,30.402857
10,1.355565,1.871743,243.189173,0.2,5,1,1,1,38.132798
5,1.062885,0.381151,295.982726,0.2,4,1,1,1,39.094118
6,1.070626,1.559883,276.500357,0.2,6,1,1,1,34.604848
5,1.076915,1.561309,293.593791,0.2,4,1,1,1,39.201886
5,1.087078,1.559853,280.148031,0.2,6,1,1,1,36.344375
5,3.07777,1.560475,265.832926,0.2,6,1,1,1,40.819812
5,1.116373,1.570791,250.249609,0.2,6,1,1,1,37.588656
2,1.717374,2.097868,173.879871,0.2,5,1,1,1,68.877934
7,4.112539,0.808916,524.842084,0.2,5,1,1,1,36.051596
5,2.914959,1.572446,277.27349,0.2,6,1,1,1,39.872705
7,1.218869,2.968765,504.024864,0.2,5,1,1,1,31.00197
5,1.049046,1.584502,305.139291,0.2,6,1,1,1,35.492911
5,1.14826,1.564554,266.381892,0.2,4,1,1,1,40.628982
10,1.357451,2.673718,249.631324,0.2,5,1,1,1,37.747231
4,2.889168,1.579379,281.219875,0.2,6,1,1,1,42.48588
6,1.126675,1.566888,278.720952,0.2,4,1,1,1,38.056755
5,1.082425,1.557118,286.155517,0.2,4,1,1,1,39.557696
2,1.306304,3.059279,140.19196,0.2,5,1,1,1,72.383586
2,1.354187,2.436235,61.495265,0.2,1,1,1,1,117.346017
2,1.754582,0.377021,88.530346,0.2,1,1,1,1,103.843576
3,1.145666,1.90157,170.754356,0.2,2,1,1,1,70.663835
2,1.330926,0.281874,116.816906,0.2,2,1,1,1,91.207755
2,1.638169,1.288923,241.348435,0.2,1,1,1,1,71.543654
7,1.749298,1.378225,251.958782,0.2,3,1,1,1,43.299053
6,1.031765,2.078638,179.187848,0.2,1,1,1,1,60.62884
2,1.087138,0.301119,51.477276,0.2,4,1,1,1,99.524777
7,1.364328,0.865037,194.034434,0.2,4,1,1,1,42.55858
7,1.336817,0.86035,188.497959,0.2,4,1,1,1,43.035478
5,1.106843,2.117137,285.222925,0.2,5,1,1,1,41.004589
2,1.137738,3.048464,74.83735,0.2,2,1,1,1,106.976853
8,1.089984,1.295759,610.359481,0.2,6,1,1,1,27.741867
2,1.564407,0.092463,43.929891,0.2,3,1,1,1,115.437711
4,2.244283,2.83661,343.841289,0.3,7,1,1,1,41.404178
2,1.083832,1.660633,90.80257,0.2,2,1,1,1,99.300808
2,1.287114,1.645311,88.341807,0.2,3,1,1,1,87.274057
2,1.53971,2.225831,61.241839,0.2,3,1,1,1,101.829753
2,1.181499,0.928543,57.189739,0.2,3,1,1,1,102.689832
2,1.844327,1.041805,29.397155,0.2,3,1,1,1,139.765759
7,1.344598,2.281032,193.753962,0.2,4,1,1,1,42.546643
2,2.768141,1.04813,50.467733,0.2,3,1,1,1,119.926329
2,1.236281,2.230361,53.327568,0.2,3,1,1,1,105.809812
2,1.814468,2.242985,33.963716,0.2,3,1,1,1,131.742776
2,1.366574,2.214232,76.310643,0.2,3,1,1,1,92.643826
2,2.209103,1.04083,52.339139,0.2,3,1,1,1,113.367066
3,1.342804,1.653716,114.788425,0.2,2,1,1,1,83.677768
4,2.300265,0.307309,347.98348,0.3,7,1,1,1,41.37667
7,1.342004,2.281087,192.545539,0.2,4,1,1,1,42.656573
2,1.220321,2.225993,65.058288,0.2,4,1,1,1,91.776567
2,1.134243,1.041617,56.84937,0.2,3,1,1,1,102.592357
2,1.260909,0.924535,69.894764,0.2,4,1,1,1,89.482995
2,1.094619,2.896751,92.228652,0.3,3,1,1,1,87.757716
2,1.383237,0.921682,62.252168,0.3,4,1,1,1,97.322086
2,1.116796,0.969038,49.404024,0.2,3,1,1,1,108.500879
2,1.120072,0.534722,43.624749,0.3,4,1,1,1,109.835682
2,2.152467,2.235815,39.254897,0.2,4,1,1,1,118.831998
2,1.9304,0.931775,55.209618,0.2,3,1,1,1,108.899111
2,1.681105,2.51203,50.823575,0.2,3,1,1,1,109.545458
2,1.518333,2.492896,53.719072,0.2,3,1,1,1,106.237954
2,1.344662,0.91835,57.315914,0.2,3,1,1,1,103.350378
2,1.037174,1.569959,53.269608,0.2,3,1,1,1,105.105188
2,1.394936,2.976842,77.37356,0.2,4,1,1,1,86.594121
2,1.198862,1.30282,55.973372,0.2,3,1,1,1,103.443862
2,1.4736,2.872675,55.487163,0.2,4,1,1,1,98.44815
2,1.11677,2.840167,50.26876,0.2,4,1,1,1,100.456264
2,1.016892,0.0742,54.962243,0.3,4,1,1,1,100.722889
2,1.143208,0.291182,53.253287,0.2,4,1,1,1,98.307178
2,1.253304,1.859562,63.261981,0.2,3,1,1,1,98.706461
2,1.973641,2.516737,58.528811,0.2,3,1,1,1,105.389802
3,1.402896,0.926283,64.073069,0.2,3,1,1,1,90.725698
2,1.187691,0.563081,50.425352,0.2,4,1,1,1,100.565213
2,1.356898,0.905777,61.189006,0.2,4,1,1,1,94.519138
2,2.116053,0.556123,35.496034,0.2,4,1,1,1,121.440775
9,1.441098,0.784356,242.175292,0.2,5,1,1,1,38.721984
2,1.171308,2.722846,116.200764,0.2,5,1,1,1,76.694434
8,1.56353,2.77285,213.17294,0.2,5,1,1,1,42.418701
4,1.155103,0.92931,176.596067,0.3,7,1,1,1,48.452914
5,2.932618,0.375007,277.305737,0.2,4,1,1,1,44.371343
4,1.115605,0.929708,172.878771,0.3,7,1,1,1,48.747526
4,1.161412,0.931528,176.535818,0.3,7,1,1,1,48.470394
4,1.134741,1.273267,174.577267,0.3,7,1,1,1,48.783247
5,1.138389,1.950543,257.638862,0.2,4,1,1,1,41.079906
4,1.447338,1.274864,179.032438,0.3,7,1,1,1,49.010111
4,1.152396,1.267802,172.075986,0.3,7,1,1,1,49.051918
5,1.075894,2.769789,255.668543,0.2,4,1,1,1,41.167325
4,1.143066,0.929325,174.960273,0.3,7,1,1,1,48.59193
5,1.070431,2.769746,253.950167,0.2,4,1,1,1,41.264274
6,2.839688,2.772654,292.548023,0.2,4,1,1,1,41.259022
4,1.147349,1.277722,162.064503,0.3,7,1,1,1,50.10217
6,1.08116,0.372101,250.885413,0.2,4,1,1,1,39.539084
8,1.521283,0.354561,224.777897,0.2,5,1,1,1,41.330129
10,1.297732,1.269849,242.674156,0.2,5,1,1,1,38.065207
11,1.024271,2.460697,400.177095,0.2,5,1,1,1,30.341891
4,1.124551,1.272289,172.80926,0.3,7,1,1,1,48.942289
7,1.558885,0.429671,218.781925,0.2,5,1,1,1,42.498069
8,1.568178,0.37584,225.809613,0.2,5,1,1,1,41.374775
4,1.223864,0.127306,117.066127,0.2,2,1,1,1,78.407745
4,1.225456,0.113511,114.203812,0.2,2,1,1,1,79.264589
4,1.25307,3.028081,110.618395,0.2,2,1,1,1,80.475482
4,1.199501,0.113931,112.22276,0.2,2,1,1,1,79.808068
4,1.164426,3.027662,112.152394,0.2,2,1,1,1,79.742878
3,2.294464,1.598258,374.284958,0.3,4,1,1,1,48.113029
5,3.282127,0.237647,282.834547,0.2,1,1,1,1,59.166983
5,1.346356,2.904854,167.514544,0.2,1,1,1,1,64.874313
4,1.555473,0.229829,115.577437,0.2,1,1,1,1,80.359961
5,1.131585,1.802021,179.476806,0.2,1,1,1,1,62.3431
3,2.149091,0.237265,78.975781,0.2,1,1,1,1,103.661292
4,1.872692,2.871722,72.677654,0.2,3,1,1,1,84.01058
5,1.06247,1.341582,131.635794,0.2,3,1,1,1,59.14153
4,1.538559,0.227779,89.687378,0.2,3,1,1,1,74.63986
5,1.252335,2.910247,132.586937,0.2,4,1,1,1,53.80613
5,1.265017,1.804601,175.720399,0.2,4,1,1,1,47.809246
3,1.930536,1.788043,80.256418,0.2,1,1,1,1,100.998694
4,2.370179,0.240275,218.31578,0.2,2,1,1,1,64.569514
4,1.205067,2.901954,131.166027,0.2,3,1,1,1,62.18012
4,1.155839,3.001931,89.656328,0.2,3,1,1,1,73.271867
3,1.598445,2.971715,66.704939,0.4,4,1,1,1,89.678284
3,1.838568,3.118426,122.942904,0.2,3,1,1,1,70.644694
4,1.546964,2.913814,88.901237,0.2,2,1,1,1,90.304186
4,1.414205,2.900937,108.719851,0.2,4,1,1,1,62.150355
5,1.389245,0.240656,150.618039,0.2,3,1,1,1,56.374973
4,1.076444,1.336941,139.946334,0.2,4,1,1,1,55.24488
4,1.46501,1.328213,162.481136,0.2,1,1,1,1,68.742339
5,1.31563,0.009837,219.120366,0.2,6,1,1,1,39.282266
4,1.338958,1.554699,214.125452,0.2,6,1,1,1,42.646088
5,1.318846,0.006029,217.478062,0.2,6,1,1,1,39.384144
4,1.312762,1.56867,217.415562,0.2,6,1,1,1,42.397859
2,1.745119,0.493641,193.265958,0.2,5,1,1,1,66.724318
5,1.481847,1.565565,198.65219,0.2,6,1,1,1,41.063397
5,1.288748,0.004239,171.582399,0.2,6,1,1,1,42.735064
5,1.295387,3.136451,171.731296,0.2,6,1,1,1,42.729665
2,1.212842,1.815569,197.134845,0.2,5,1,1,1,64.755661
4,1.313011,0.798308,217.979627,0.2,5,1,1,1,48.67849
5,1.303963,0.767318,214.384908,0.2,5,1,1,1,45.785501
4,1.309184,0.806898,215.874436,0.2,5,1,1,1,48.848553
5,1.306668,2.338263,217.715217,0.2,5,1,1,1,45.781369
5,1.305649,2.377794,169.742057,0.2,5,1,1,1,50.403494
5,1.305489,0.763836,169.709729,0.2,5,1,1,1,50.409035
4,1.307848,2.337646,217.165942,0.2,5,1,1,1,48.733814
5,1.311651,0.778818,211.876108,0.2,5,1,1,1,46.017633
5,1.295356,2.348752,219.827902,0.2,5,1,1,1,45.579869
5,1.116718,1.577453,287.356591,0.2,4,1,1,1,39.52654
4,1.29655,2.350227,219.122028,0.2,5,1,1,1,48.545708
5,1.501433,2.379705,194.891033,0.2,5,1,1,1,47.969492
5,1.161316,1.575388,274.404048,0.2,6,1,1,1,36.614952
4,1.316177,0.799801,217.190517,0.2,5,1,1,1,48.75181
5,1.397419,2.339049,200.967436,0.3,9,1,1,1,44.045845
2,1.564636,2.903439,202.38488,0.2,5,1,1,1,64.801425
5,1.50249,2.380218,195.550472,0.2,5,1,1,1,47.904121
4,1.301865,1.568615,218.077521,0.2,6,1,1,1,42.343647
5,1.305593,0.009837,216.425109,0.2,6,1,1,1,39.43058
3,2.60744,2.975703,103.552336,0.2,2,1,1,1,94.711402
8,2.060796,2.940341,413.677373,0.3,9,1,1,1,33.026721
2,2.355079,1.704658,113.231334,0.2,2,1,1,1,97.92496
2,1.194168,0.09303,82.066953,0.2,2,1,1,1,103.527719
2,1.417922,1.450059,85.549719,0.2,2,1,1,1,102.819321
2,2.88885,2.816749,701.690859,0.2,2,1,1,1,55.448618
5,1.090929,1.772048,377.64577,0.3,9,1,1,1,36.785699
2,1.659488,2.963746,75.173333,0.2,2,1,1,1,109.103653
2,1.074838,1.47647,112.709591,0.2,3,1,1,1,79.491753
2,1.086864,2.966689,92.704696,0.2,2,1,1,1,98.38827
4,1.216595,3.054949,145.229708,0.2,2,1,1,1,71.262828
3,1.152466,0.086643,147.214046,0.2,2,1,1,1,74.938443
4,1.15174,0.074336,142.869464,0.2,2,1,1,1,71.629933
7,1.320785,0.075471,153.496511,0.6,5,1,1,1,58.552817
2,1.053762,1.834882,141.555682,0.2,1,1,1,1,84.139019
3,1.250236,2.282733,88.087097,0.2,1,1,1,1,93.195988
3,1.367589,2.420105,92.565779,0.2,1,1,1,1,91.524694
2,1.296337,0.85886,85.974381,0.2,3,1,1,1,87.989733
2,1.010236,2.293829,135.064132,0.2,1,1,1,1,85.745424
3,1.625286,0.740442,81.795971,0.2,1,1,1,1,97.846418
2,1.283791,2.067488,162.100375,0.2,1,1,1,1,80.789738
3,2.053779,1.112636,201.577497,0.2,1,1,1,1,69.365145
3,1.582736,0.852361,206.450717,0.2,1,1,1,1,67.026646
2,1.30629,0.85123,82.179951,0.2,3,1,1,1,89.512403
3,1.044338,1.302049,122.422606,0.2,3,1,1,1,68.194961
3,1.162214,2.711997,204.227344,0.2,2,1,1,1,65.579157
4,1.114303,1.247636,139.478064,0.2,3,1,1,1,60.40294
2,1.561544,0.636993,187.725951,0.2,2,1,1,1,77.963306
2,2.971226,0.729908,169.149699,0.2,3,1,1,1,75.435576
4,1.718393,0.224202,263.269806,0.2,3,1,1,1,48.185167
2,1.533857,0.100122,948.931471,0.2,2,1,1,1,48.70663
3,1.079049,1.592906,147.880648,0.5,3,1,1,1,71.122574
4,1.330159,1.43737,169.841744,0.3,8,1,1,1,49.923703
5,1.000052,0.545217,239.964189,0.2,8,1,1,1,37.844511
5,1.250555,2.596264,180.011817,0.2,8,1,1,1,41.640978
4,1.249696,1.025471,180.119774,0.2,8,1,1,1,44.777025
6,1.000302,2.601747,240.041988,0.2,8,1,1,1,36.082407
3,2.526365,2.661322,109.91623,0.2,2,1,1,1,93.076782
5,1.249725,0.540402,180.019274,0.2,8,1,1,1,41.935139
5,1.249357,1.030845,180.023983,0.2,8,1,1,1,41.832531
3,1.31819,0.582908,203.171795,0.2,2,1,1,1,66.528784
6,1.00015,2.110642,240.067004,0.2,8,1,1,1,36.08009
4,1.009214,0.648861,1238.318162,0.2,2,1,1,1,33.466856
2,1.716447,2.558684,178.995922,0.2,2,1,1,1,79.96597
5,1.249813,0.545632,179.932854,0.2,8,1,1,1,41.647516
4,1.314897,1.725139,225.175884,0.25,4,1,1,1,47.633173
5,1.249359,2.601693,180.046165,0.2,8,1,1,1,41.931
2,1.838964,0.374766,116.906588,0.2,2,1,1,1,93.921744
3,1.198898,2.988675,157.468703,0.3,3,1,1,1,64.681413
8,1.574976,1.500364,225.189089,0.2,5,1,1,1,41.541175
7,1.054061,1.557516,330.421741,0.3,9,1,1,1,34.955582
4,1.090048,1.556248,381.023137,0.3,9,1,1,1,39.266428
9,1.151707,3.07176,327.370054,0.2,5,1,1,1,33.968501
6,1.53092,1.508697,335.739127,0.3,9,1,1,1,36.626105
7,1.636613,1.637847,248.868672,0.2,5,1,1,1,40.99279
7,1.044942,1.496994,187.3011,0.5,5,1,1,1,51.921437
7,1.066857,1.542822,217.071255,0.3,1,1,1,1,54.880297
6,1.427231,2.946726,319.124632,0.4,9,1,1,1,39.468026
7,1.505185,1.598771,294.422113,0.3,5,1,1,1,40.22676
7,1.113361,1.377381,251.597783,0.4,9,1,1,1,41.06194
7,1.409554,1.510793,334.646694,0.2,5,1,1,1,35.988815
8,1.467195,1.496982,221.154018,0.2,5,1,1,1,41.576958
7,1.500831,1.833577,311.291988,0.3,9,1,1,1,35.906924
7,1.117447,1.931278,253.174786,0.4,9,1,1,1,40.839804
7,1.482278,1.496871,220.784727,0.2,5,1,1,1,42.682733
7,1.530112,2.7873,344.365532,0.4,9,1,1,1,37.52868
7,1.427491,0.354296,319.055435,0.4,9,1,1,1,38.237912
8,1.107202,1.308015,221.756358,0.3,10,1,1,1,38.355014
7,1.228137,1.210315,259.302755,0.4,9,1,1,1,40.626888
9,1.394919,0.345344,267.807604,0.3,9,1,1,1,35.573401
7,1.130182,0.342001,235.442115,0.5,9,1,1,1,44.966341
6,1.512062,1.633487,339.832012,0.3,9,1,1,1,36.485044
4,1.742365,0.157265,120.177324,0.2,2,1,1,1,79.479434
6,1.530137,0.194877,344.383132,0.4,9,1,1,1,38.733553
10,1.707572,1.036048,480.446589,0.2,5,1,1,1,29.865778
11,1.06539,0.157069,645.484802,0.2,5,1,1,1,26.307527
8,2.560177,0.844896,668.222519,0.2,5,1,1,1,29.654191
9,1.051388,0.169215,354.034989,0.2,5,1,1,1,32.93547
11,1.238749,0.701855,233.150451,0.2,5,1,1,1,38.113566
8,1.686692,1.842412,209.994254,0.2,5,1,1,1,43.005385
8,1.70877,1.29918,213.608795,0.2,5,1,1,1,42.746727
8,1.573361,1.862739,225.116728,0.2,5,1,1,1,41.399042
8,1.586257,1.853022,227.39271,0.2,5,1,1,1,41.256377
7,1.263114,2.099169,240.125952,0.2,5,1,1,1,40.606326
9,1.508425,1.826515,215.10239,0.2,5,1,1,1,41.274196
9,1.542072,1.315077,217.68837,0.2,5,1,1,1,41.140202
8,1.212273,2.981728,478.330182,0.2,5,1,1,1,30.492843
9,1.584504,1.824838,214.34926,0.2,5,1,1,1,41.537352
8,1.591085,1.316755,215.877222,0.2,5,1,1,1,42.231065
11,1.268204,1.73337,519.450829,0.2,5,1,1,1,28.100658
7,1.196996,1.738206,503.560263,0.2,5,1,1,1,31.144135
10,1.06794,1.402037,547.818431,0.2,5,1,1,1,27.994626
5,1.588443,2.258374,224.674709,0.2,1,1,1,1,57.889978
5,1.567961,2.257768,221.43001,0.2,5,1,1,1,46.160796
11,2.408884,0.660979,573.138634,0.2,6,1,1,1,26.460002
9,1.06755,0.158015,347.689927,0.2,5,1,1,1,33.160387
5,2.812331,0.555821,291.261151,0.2,5,1,1,1,45.045386
4,1.249483,2.60164,180.044154,0.2,8,1,1,1,44.832793
5,2.825362,0.566157,291.452465,0.2,5,1,1,1,45.078902
6,1.249479,0.539947,180.044488,0.2,8,1,1,1,40.001515
5,1.250513,2.601645,179.879498,0.2,8,1,1,1,41.946191
5,2.784547,2.588576,291.241292,0.2,5,1,1,1,44.959677
6,1.66646,1.031125,240.012606,0.2,8,1,1,1,36.741689
6,1.250656,2.601187,179.953176,0.2,8,1,1,1,40.011383
6,1.583479,2.110863,227.943901,0.2,8,1,1,1,37.229254
2,2.149858,2.306108,196.34753,0.2,5,1,1,1,67.20336
3,4.619028,2.216325,349.043419,0.2,2,1,1,1,65.30804
2,4.005515,0.634378,225.348206,0.2,1,1,1,1,84.797879
6,1.000245,0.539757,239.991022,0.2,8,1,1,1,36.084195
4,1.285695,2.360092,174.498895,0.2,6,1,1,1,45.102505
5,1.288189,2.36005,173.716018,0.2,6,1,1,1,42.248505
2,3.888906,0.78741,468.281339,0.2,6,1,1,1,51.468529
6,3.354397,2.346315,511.905033,0.2,6,1,1,1,31.82863
9,1.312704,2.354717,409.137068,0.3,9,1,1,1,31.557965
9,1.154075,1.59721,196.646167,0.3,7,1,1,1,39.212416
5,2.295727,1.574451,400.685023,0.2,8,1,1,1,34.848626
9,1.148022,1.544383,200.394285,0.3,7,1,1,1,38.917154
10,1.330252,0.78206,411.859841,0.3,8,1,1,1,30.266941
9,1.186015,1.544942,207.424272,0.3,7,1,1,1,38.450977
5,1.508018,2.349681,199.812457,0.2,6,1,1,1,40.526875
6,1.333562,2.601747,191.978693,0.2,8,1,1,1,39.218922
5,1.250415,0.539951,179.944169,0.2,8,1,1,1,41.942425
5,1.615006,2.110537,273.025254,0.2,8,1,1,1,37.080178
5,1.250362,2.601645,179.954343,0.2,8,1,1,1,41.941486
5,1.58271,2.110883,228.026689,0.2,8,1,1,1,39.117313
6,1.000421,0.539793,239.967551,0.2,8,1,1,1,36.085035
5,1.250601,0.540402,179.964484,0.2,8,1,1,1,41.938959
5,1.18102,2.264177,177.197374,0.3,8,1,1,1,45.560096
6,1.615846,2.110859,272.952232,0.2,8,1,1,1,35.226744
4,1.101746,1.758121,163.31947,0.3,8,1,1,1,50.173437
6,1.615262,2.110733,272.937123,0.2,8,1,1,1,35.226245
5,2.788113,2.575201,292.896221,0.2,5,1,1,1,44.877831
2,2.240533,0.935605,356.448507,0.5,1,1,1,1,66.222142
5,1.286758,0.691329,180.186338,0.3,8,1,1,1,45.29429
4,1.24975,2.601642,179.903879,0.2,8,1,1,1,44.845089
6,1.615641,1.030774,273.021332,0.2,8,1,1,1,35.223872
2,1.471453,2.522345,165.023238,0.2,5,1,1,1,69.266371
2,1.20646,0.632584,166.528777,0.2,5,1,1,1,68.348194
2,1.54377,0.623566,187.648387,0.2,5,1,1,1,66.696295
2,1.228032,2.221784,164.863035,0.2,5,1,1,1,68.433477
2,1.105871,2.539834,159.809654,0.2,5,1,1,1,69.09632
2,1.658761,2.887647,165.313047,0.2,5,1,1,1,69.363817
2,1.566693,2.517421,178.332954,0.2,5,1,1,1,67.857679
2,2.028105,0.611881,199.07173,0.2,5,1,1,1,67.145206
